internationalSecNumber,typeOfSubmission,description,url,dateModified
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Late Filing of Accts.,https://doclib.ngxgroup.com/Financial_NewsDocs/23408_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-09T14:03:17Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Late Submission of Financial Statements,https://doclib.ngxgroup.com/Financial_NewsDocs/23290_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-02T13:00:41Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance - Appointment of Company Secretary,https://doclib.ngxgroup.com/Financial_NewsDocs/22950_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-24T10:44:33Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance - Further Delay in filing 2017 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/22395_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_MAY_2018.pdf,2018-05-30T13:13:22Z
NGUNITYKAP04,Corporate Actions,Veritas Capital Assurance Plc - Delay in filing Interim Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/22211_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_MAY_2018.pdf,2018-05-04T16:54:23Z
NGUNITYKAP04,Corporate Actions,UnityKapital Assurance Plc - Delay in Filing AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/21706_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-10T14:08:51Z
NGUNITYKAP04,Corporate Actions,Unity Kapital Assurance Plc - Resignation of Company Secretary,https://doclib.ngxgroup.com/Financial_NewsDocs/21308_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-21T13:42:12Z
NGUNITYKAP04,Corporate Actions,Unity Kapital Assurance Plc - Change of Name,https://doclib.ngxgroup.com/Financial_NewsDocs/21233_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-14T15:37:52Z
NGUNITYKAP04,Corporate Actions,United Kapital Assurance Plc - Appointment of a Director,https://doclib.ngxgroup.com/Financial_NewsDocs/20976_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_FEBRUARY_2018.pdf,2018-02-27T11:07:51Z
NGUNITYKAP04,Corporate Actions,UnityKapital - Appointment of Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/20680_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-16T07:39:52Z
NGUNITYKAP04,Corporate Actions,Unity Kapital Assurance Plc - Appointment of Chief Fin. Officer,https://doclib.ngxgroup.com/Financial_NewsDocs/20472_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-30T16:08:05Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL - APPOINTMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/19426_UNITY_KAPITAL_-_APPOINTMENT_CORPORATE_ACTIONS_AUGUST_2017.pdf,2017-08-28T07:21:51Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL - BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/18941_UNITY_KAPITAL_-_BOARD_CHANGES_CORPORATE_ACTIONS_JULY_2017.pdf,2017-07-25T08:18:15Z
NGUNITYKAP04,Corporate Actions,UNITYKAPITAL -LATE FILING OF ACCTS,https://doclib.ngxgroup.com/Financial_NewsDocs/18176_UNITYKAPITAL_-LATE_FILING_OF_ACCTS_CORPORATE_ACTIONS_MAY_2017.pdf,2017-05-17T16:21:09Z
NGUNITYKAP04,Corporate Actions,UNITYKAPITAL -LATE FILING OF ACCTS,https://doclib.ngxgroup.com/Financial_NewsDocs/18176_UNITYKAPITAL_-LATE_FILING_OF_ACCTS_CORPORATE_ACTIONS_MAY_2017.pdf,2017-05-17T16:19:26Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL - LATE FILINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/17343_UNITY_KAPITAL_-_LATE_FILINGS_CORPORATE_ACTIONS_APRIL_2017.pdf,2017-04-04T17:52:14Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL - BOARD RESOLUTION,https://doclib.ngxgroup.com/Financial_NewsDocs/16898_UNITY_KAPITAL_-_BOARD_RESOLUTION_CORPORATE_ACTIONS_MARCH_2017.pdf,2017-03-24T16:20:13Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL - RESIGNATION,https://doclib.ngxgroup.com/Financial_NewsDocs/16899_UNITY_KAPITAL_-_RESIGNATION_CORPORATE_ACTIONS_MARCH_2017.pdf,2017-03-24T15:11:32Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL PLC BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/15041_UNITY_KAPITAL_PLC_BOARD_CHANGES_CORPORATE_ACTIONS_SEPTEMBER_2016.pdf,2016-09-30T18:06:16Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL ASS RESIGNATION,https://doclib.ngxgroup.com/Financial_NewsDocs/14730_UNITY_KAPITAL_ASS_RESIGNATION_CORPORATE_ACTIONS_AUGUST_2016.pdf,2016-08-09T07:23:02Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/14679_UNITY_KAPITAL_CORPORATE_ACTION_CORPORATE_ACTIONS_AUGUST_2016.pdf,2016-08-03T15:23:25Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/14679_UNITY_KAPITAL_CORPORATE_ACTION_CORPORATE_ACTIONS_AUGUST_2016.pdf,2016-08-03T15:22:36Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL BOARD MEETING,https://doclib.ngxgroup.com/Financial_NewsDocs/12322_UNITY_KAPITAL_BOARD_MEETING_CORPORATE_ACTIONS_FEBRUARY_2016.pdf,2016-02-23T13:32:38Z
NGUNITYKAP04,Corporate Actions,UNITY KAPITAL - NEW CHAIRMAN,https://doclib.ngxgroup.com/Financial_NewsDocs/12250_UNITY_KAPITAL_-_NEW_CHAIRMAN_CORPORATE_ACTIONS_FEBRUARY_2016.pdf,2016-02-17T16:23:47Z
NGUNITYKAP04,Corporate Actions,Unity Kapital Emergency Bd Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/7446_UNITY_KAPITAL_EMERGENCY_BD_MEETING_CORPORATE_ACTIONS_SEPTEMBER_2014.pdf,2014-09-18T08:31:57Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIGERIA PLC CLOSED PERIOD FOR 2ND QUARTER ENDED 31ST MARCH 2021,https://doclib.ngxgroup.com/Financial_NewsDocs/33009_VITAFOAM_NIG_PLC VITAFOAM_NIGERIA_PLC_CLOSED_PERIOD_F.pdf,2021-04-13T16:28:54Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIGERIA PLC- AGM RESOLUTIONS,https://doclib.ngxgroup.com/Financial_NewsDocs/32571_VITAFOAM_NIG_PLC VITAFOAM_NIGERIA_PLC _AGM_RESOLUTION.pdf,2021-03-10T09:15:17Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIGERIA PLC- NOTIFICATION OF BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/32572_VITAFOAM_NIG_PLC VITAFOAM_NIGERIA_PLC _NOTIFICATION_O.pdf,2021-03-09T15:44:16Z
NGVITAFOAM00,Annual General Meeting (AGM),VITAFOAM NIG PLC.- NOTICE OF ANNUAL GENERAL MEETING (AGM),https://doclib.ngxgroup.com/Financial_NewsDocs/32237_VITAFOAM_NIG_PLC _NOTICES_OF_ANNUAL_GENERAL_MEETING_(.pdf,2021-01-27T12:01:45Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIG PLC CLOSED PERIOD FOR 1ST QUARTER ENDED 31ST DECEMBER 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/32144_VITAFOAM_NIG_PLC VITAFOAM_NIG_PLC_CLOSED_PERIOD_FOR_1.pdf,2021-01-12T11:13:37Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIGERIA PLC CORPORATE ACTIONS - 2020 FINANCIAL YEAR,https://doclib.ngxgroup.com/Financial_NewsDocs/32110_VITAFOAM_NIG_PLC VITAFOAM_NIGERIA_PLC_CORPORATE_ACTIO.pdf,2021-01-04T11:31:41Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIG PLC NCCG REPORT,https://doclib.ngxgroup.com/Financial_NewsDocs/32090_VITAFOAM_NIG_PLC VITAFOAM_NIG_PLC_NCCG_REPORT_CORPORA.pdf,2020-12-29T18:30:43Z
NGVITAFOAM00,Board Meeting (BM),"OrderedDict([('@xml:space', 'preserve'), ('#text', 'VITAFOAM NIG PLC.- NOTICE OF BOARD MEETING (BM)')])",https://doclib.ngxgroup.com/Financial_NewsDocs/31997_VITAFOAM_NIG_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _NOT.pdf,2020-12-04T11:10:34Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOM NIG. PLC INSIDER'S DEALING,https://doclib.ngxgroup.com/Financial_NewsDocs/31777_VITAFOAM_NIG_PLC VITAFOM_NIG_PLC_INSIDER'S_DEALING_C.pdf,2020-10-30T15:30:36Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIG. PLC- NOTIFICATION OF INSIDER'S TRADING,https://doclib.ngxgroup.com/Financial_NewsDocs/31352_VITAFOAM_NIG_PLC.-VITAFOAM_NIG._PLC-_NOTIFICATION_OF_I.pdf,2020-09-02T15:06:09Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC.-VITAFOAM NIG. PLC- NOTIFICATION OF INSIDER'S TRADING,https://doclib.ngxgroup.com/Financial_NewsDocs/31352_VITAFOAM_NIG_PLC.-VITAFOAM_NIG._PLC-_NOTIFICATION_OF_I.pdf,2020-09-02T15:02:09Z
NGVITAFOAM00,Corporate Actions,"VITAFOAM NIG PLC.-VITAFOAM NIG. PLC CLOSED PERIOD FOR 3RD QUARTER ENDED 30TH JUNE, 2020",https://doclib.ngxgroup.com/Financial_NewsDocs/30892_VITAFOAM_NIG_PLC.-VITAFOAM_NIG._PLC_CLOSED_PERIOD_FOR_.pdf,2020-07-13T16:36:09Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notification of Share Dealing by an Insider,https://doclib.ngxgroup.com/Financial_NewsDocs/29925_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-08T11:41:32Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notification of Share Dealing by an Insider,https://doclib.ngxgroup.com/Financial_NewsDocs/29924_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-08T11:40:20Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notice of Share Dealing by and Insider,https://doclib.ngxgroup.com/Financial_NewsDocs/29691_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-17T11:42:27Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notice of Closed Period for Half-Year 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/29669_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-15T16:28:13Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig Plc. - Board Resolutions,https://doclib.ngxgroup.com/Financial_NewsDocs/29444_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_MARCH_2020.pdf,2020-03-20T17:44:45Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notice of Closed Period for 2020 Q1 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/28558_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2020.pdf,2020-01-14T13:46:13Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/28496_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-31T14:20:14Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Appointment of Non-Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/28497_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-31T13:11:05Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Retirement of a Director,https://doclib.ngxgroup.com/Financial_NewsDocs/28346_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-04T14:12:27Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/28345_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-04T14:11:20Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Closed Period for Q3 June 2019 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/26689_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-12T14:07:06Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notice of Closed Period for 2019 Q2 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/25774_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-11T14:41:23Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Closed Period for Q1 Dec 2018 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/24775_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2019.pdf,2019-01-18T10:14:05Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig. Plc - Corporate Action Information,https://doclib.ngxgroup.com/Financial_NewsDocs/24715_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2019.pdf,2019-01-04T14:24:55Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig. Plc - Audited Accounts for the year ended 30 Sept. 2018,https://doclib.ngxgroup.com/Financial_NewsDocs/24685_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-31T16:15:51Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig. Plc - Appointment of Executive Directors,https://doclib.ngxgroup.com/Financial_NewsDocs/24686_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-31T15:53:11Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/24517_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-05T08:45:58Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig. Plc - Closed Period for Q3 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/22831_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-11T11:11:08Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig. Plc - Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/21727_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-11T15:41:38Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig Plc - Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/20725_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-26T07:07:42Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig Plc - N2b Facility and new Product Lines,https://doclib.ngxgroup.com/Financial_NewsDocs/20664_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-11T12:04:58Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nigeria Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/20641_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-08T10:14:54Z
NGVITAFOAM00,Corporate Actions,Vitafoam - Late filing of September 2017 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/20600_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-02T12:47:10Z
NGVITAFOAM00,Corporate Actions,Vitafoam Nig Plc - Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/20502_VITAFOAM_NIG_PLC._CORPORATE_ACTIONS_DECEMBER_2017.pdf,2017-12-06T07:07:04Z
NGVITAFOAM00,Corporate Actions,VITAFOAM - BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/19280_VITAFOAM_-_BOARD_CHANGES_CORPORATE_ACTIONS_AUGUST_2017.pdf,2017-08-02T13:33:09Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC - CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/18802_VITAFOAM_NIG_PLC_-_CLOSED_PERIOD_CORPORATE_ACTIONS_JULY_2017.pdf,2017-07-12T17:00:26Z
NGVITAFOAM00,Corporate Actions,VITAFOAM PLC - CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/17590_VITAFOAM_PLC_-_CLOSED_PERIOD_CORPORATE_ACTIONS_APRIL_2017.pdf,2017-04-20T10:41:17Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/16098_VITAFOAM_NIG_PLC_CORPORATE_ACTION_CORPORATE_ACTIONS_JANUARY_2017.pdf,2017-01-03T10:43:08Z
NGVITAFOAM00,Corporate Actions,VITAFOAM NIG PLC CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/11788_VITAFOAM_NIG_PLC_CORPORATE_ACTION_CORPORATE_ACTIONS_JANUARY_2016.pdf,2016-01-07T08:47:37Z
NGVITAFOAM00,Corporate Actions,VITAFOAM CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/9500_VITAFOAM_CORPORATE_ACTION_CORPORATE_ACTIONS_APRIL_2015.pdf,2015-04-30T11:51:31Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-NOTICE OF CLOSED PERIOD & BOARD MEETING,https://doclib.ngxgroup.com/Financial_NewsDocs/32946_WEMA_BANK_PLC NOTICE_OF_CLOSED_PERIOD__BOARD_MEETING_.pdf,2021-04-06T16:23:36Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-NCCG RETURNS FOR FY2020,https://doclib.ngxgroup.com/Financial_NewsDocs/32828_WEMA_BANK_PLC NCCG_RETURNS_FOR_FY2020_CORPORATE_ACTIO.pdf,2021-03-31T14:57:33Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-APPOINTMENT OF NEW EXECUTIVE DIRECTOR,https://doclib.ngxgroup.com/Financial_NewsDocs/32632_WEMA_BANK_PLC APPOINTMENT_OF_NEW_EXECUTIVE_DIRECTOR_C.pdf,2021-03-19T14:08:31Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-UPDATE ON AUDITED FINANCIAL STATEMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/32568_WEMA_BANK_PLC UPDATE_ON_AUDITED_FINANCIAL_STATEMENT_C.pdf,2021-03-09T14:08:34Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.- NOTICE OF BOARD MEETING AND CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/32420_WEMA_BANK_PLC NOTICE_OF_CLOSED_PERIOD_CORPORATE_ACTIO.pdf,2021-02-18T11:08:04Z
NGWEMABANK07,Board Meeting (BM),WEMA BANK PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/31554_WEMA_BANK_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _NOTICE.pdf,2020-10-06T11:23:06Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-APPOINTMENT OF NEW DIRECTOR (INED),https://doclib.ngxgroup.com/Financial_NewsDocs/31555_WEMA_BANK_PLC APPOINTMENT_OF_NEW_DIRECTOR_(INED)_CORP.pdf,2020-10-06T10:53:18Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-CLOSED PERIOD ANNOUNCEMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/30773_WEMA_BANK_PLC.-CLOSED_PERIOD_ANNOUNCEMENT_CORPORATE_ACTIONS_JULY_2020.pdf,2020-07-01T14:40:02Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC.-APPOINTMENT OF NEW EXECUTIVE DIRECTOR,https://doclib.ngxgroup.com/Financial_NewsDocs/30765_WEMA_BANK_PLC.-APPOINTMENT_OF_NEW_EXECUTIVE_DIRECTOR_CORPORATE_ACTIONS_JULY_2020.pdf,2020-07-01T12:17:12Z
NGWEMABANK07,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'WEMA Bank Plc - AGM Resolutions')])",https://doclib.ngxgroup.com/Financial_NewsDocs/30106_WEMA_BANK_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-20T15:15:13Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc- Dividend information for 2019 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/29732_WEMA_BANK_PLC-_DIVIDEND_INFORMATIO_CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-23T17:00:45Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc. - Notice of Board Meeting and Closed Period for Q1 2020 Account,https://doclib.ngxgroup.com/Financial_NewsDocs/29737_WEMA_BANK_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-23T15:24:09Z
NGWEMABANK07,Corporate Actions,WEMA Bank Plc - Clarification of Information in the Media,https://doclib.ngxgroup.com/Financial_NewsDocs/29127_WEMA_BANK_PLC._CORPORATE_ACTIONS_FEBRUARY_2020.pdf,2020-02-20T08:36:43Z
NGWEMABANK07,Corporate Actions,WEMA Bank Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/29065_WEMA_BANK_PLC._CORPORATE_ACTIONS_FEBRUARY_2020.pdf,2020-02-11T16:02:11Z
NGWEMABANK07,Corporate Actions,Wema Bank - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/25574_WEMA_BANK_-_DIVIDEND_INFORMATION_CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-29T18:48:34Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/24950_WEMA_BANK_PLC._CORPORATE_ACTIONS_FEBRUARY_2019.pdf,2019-02-12T16:15:10Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc - Appointment of a New Company Secretary,https://doclib.ngxgroup.com/Financial_NewsDocs/23798_WEMA_BANK_PLC._CORPORATE_ACTIONS_OCTOBER_2018.pdf,2018-10-02T17:08:00Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc - Appointment of MD/CEO and Deputy Managing Director,https://doclib.ngxgroup.com/Financial_NewsDocs/23783_WEMA_BANK_PLC._CORPORATE_ACTIONS_SEPTEMBER_2018.pdf,2018-09-28T17:18:01Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc - Bond Issuance of up to N20 Billion,https://doclib.ngxgroup.com/Financial_NewsDocs/23787_WEMA_BANK_PLC._CORPORATE_ACTIONS_SEPTEMBER_2018.pdf,2018-09-28T17:16:09Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc - Possible Bond Issuance,https://doclib.ngxgroup.com/Financial_NewsDocs/22934_WEMA_BANK_PLC._CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-23T06:53:54Z
NGWEMABANK07,Corporate Actions,Wema Bank Plc - CEO Retirement and Appointment of new MD/CEO,https://doclib.ngxgroup.com/Financial_NewsDocs/22701_WEMA_BANK_PLC._CORPORATE_ACTIONS_JUNE_2018.pdf,2018-06-29T08:53:44Z
NGWEMABANK07,Corporate Actions,Wema Bank - Delay in Filing Dec 2017 Audited Financial Statement,https://doclib.ngxgroup.com/Financial_NewsDocs/21660_WEMA_BANK_PLC._CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-06T12:10:43Z
NGWEMABANK07,Corporate Actions,WEMA BANK - NOTICE OF EGM,https://doclib.ngxgroup.com/Financial_NewsDocs/19761_WEMA_BANK_-_NOTICE_OF_EGM_CORPORATE_ACTIONS_OCTOBER_2017.pdf,2017-10-06T08:35:43Z
NGWEMABANK07,Corporate Actions,WEMA BANK - APPOINTS NEW CHAIRMAN,https://doclib.ngxgroup.com/Financial_NewsDocs/18131_WEMA_BANK_-_APPOINTS_NEW_CHAIRMAN_CORPORATE_ACTIONS_MAY_2017.pdf,2017-05-12T15:54:08Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC - APPOINTMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/16970_WEMA_BANK_PLC_-_APPOINTMENT_CORPORATE_ACTIONS_MARCH_2017.pdf,2017-03-28T16:37:13Z
NGWEMABANK07,Corporate Actions,WEMA BANK PLC APPOINTMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/16165_WEMA_BANK_PLC_APPOINTMENT_CORPORATE_ACTIONS_JANUARY_2017.pdf,2017-01-19T14:11:09Z
NGWEMABANK07,Corporate Actions,WEMA BANK UPGRADE BANKING LICENCE,https://doclib.ngxgroup.com/Financial_NewsDocs/11471_WEMA_BANK_UPGRADE_BANKING_LICENCE_CORPORATE_ACTIONS_NOVEMBER_2015.pdf,2015-11-18T16:58:23Z
NGZENITHBNK9,Board Meeting (BM),"OrderedDict([('@xml:space', 'preserve'), ('#text', 'ZENITH BANK PLC- NOTICE OF BOARD MEETING (BM)')])",https://doclib.ngxgroup.com/Financial_NewsDocs/32966_ZENITH_BANK_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _NOTIC.pdf,2021-04-08T12:26:42Z
NGZENITHBNK9,Corporate Actions,ZENITH BANK PLC-ZENITH BANK PLC - NCCG CORPORATE GOVERNANCE REPORT,https://doclib.ngxgroup.com/Financial_NewsDocs/32770_ZENITH_BANK_PLC ZENITH_BANK_PLC_ _NCCG_CORPORATE_GOVER.pdf,2021-03-30T17:12:28Z
NGZENITHBNK9,Corporate Actions,ZENITH BANK PLC-AGM RESOLUTIONS,https://doclib.ngxgroup.com/Financial_NewsDocs/32612_ZENITH_BANK_PLC AGM_RESOLUTIONS_CORPORATE_ACTIONS_MARC.pdf,2021-03-17T09:50:17Z
NGZENITHBNK9,Annual General Meeting (AGM),ZENITH BANK PLC- NOTICE OF ANNUAL GENERAL MEETING (AGM),https://doclib.ngxgroup.com/Financial_NewsDocs/32452_ZENITH_BANK_PLC _NOTICES_OF_ANNUAL_GENERAL_MEETING_(AG.pdf,2021-02-24T08:02:47Z
